id;checking_peer;checked_peer;points_amount
625;dsafmjlkwz;wvyxlwyzfp;2
626;qtytvnmbjq;wvyxlwyzfp;1
627;bbdfepfyxb;wvyxlwyzfp;1
628;dsafmjlkwz;oyvjcawkya;1
629;gfnbtyimfu;oyvjcawkya;1
630;fxggxeznrw;oyvjcawkya;1
631;fgcruqlgml;oyvjcawkya;1
632;rzmyyhjgwu;oyvjcawkya;2
633;amydedxgev;oyvjcawkya;1
634;gballiekod;oyvjcawkya;1
635;rzmyyhjgwu;tsbtjfdece;1
636;jhndrduloj;tsbtjfdece;1
637;zjnnnohbro;tsbtjfdece;4
638;rxkkrccbnm;tsbtjfdece;1
639;egmoaimqme;tsbtjfdece;1
640;uvkqkpopzm;gxarxhwsam;1
641;zjnnnohbro;gxarxhwsam;1
642;lnzlfxcbjb;gxarxhwsam;1
643;pqlrhcusfm;gxarxhwsam;1
644;gvjpymdevg;gxarxhwsam;1
645;cixoavnljx;gxarxhwsam;1
646;fvtrphezdm;puuiraipef;1
647;kbvicnkkmi;puuiraipef;4
648;wlyqsdjlip;puuiraipef;1
649;ynbxcxrksj;puuiraipef;1
650;axxageawod;puuiraipef;1
651;ddwiihhwic;puuiraipef;1
652;dzmhlvutiy;piiexmbbff;1
653;zfrlghdvgt;piiexmbbff;1
654;dzmhlvutiy;tsbtjfdece;1
655;ndkjcpclwr;tsbtjfdece;3
656;zedwtswnmo;tsbtjfdece;1
657;rfqvsqgvzq;tsbtjfdece;1
658;wpzhbismqj;oquzolqujk;1
659;ndkjcpclwr;oquzolqujk;2
660;uojwslsnwp;oquzolqujk;1
661;fisuzvhkku;oquzolqujk;1
662;kwchuccdut;oquzolqujk;3
663;gbjicmumdm;oquzolqujk;1
664;xelebhojyr;oquzolqujk;1
665;vbhzjycrjl;pmmmfhgqst;1
666;kwchuccdut;pmmmfhgqst;4
667;ewougucvdn;pmmmfhgqst;1
668;bncyhpuuqy;pmmmfhgqst;1
669;xwrajlnpwm;wqregcwxxl;1
670;kwchuccdut;wqregcwxxl;2
671;nyvntwljth;wqregcwxxl;1
672;nimhywsyrt;tsbtjfdece;1
673;kwchuccdut;tsbtjfdece;2
674;dhblreecfd;tsbtjfdece;1
675;woqzacumcp;tsbtjfdece;1
676;vpqpzmerpl;tsbtjfdece;1
677;lryecprgyb;wsaqwjxkmr;1
678;vpqpzmerpl;wsaqwjxkmr;1
679;gbsmzjlcse;ridgedprtg;1
680;vpqpzmerpl;ridgedprtg;4
681;cyqxkbxrft;ridgedprtg;1
682;rubiqkxyle;ridgedprtg;1
683;ttosbxwngu;ridgedprtg;1
684;qeqnynmqcf;ridgedprtg;1
685;qfknmjudbp;zxxwbsbvpd;1
686;qeqnynmqcf;zxxwbsbvpd;1
687;kgmciuauil;zxxwbsbvpd;1
688;qeqnynmqcf;tsbtjfdece;3
689;ahmpnwtnor;tsbtjfdece;1
690;qeqnynmqcf;tlotodkngw;2
691;ikyipqtolk;tlotodkngw;1
692;aqdlxzlwlh;vufaenjenw;2
693;qeqnynmqcf;vufaenjenw;1
694;taruugecea;vufaenjenw;3
695;qeqnynmqcf;rchiempzmq;2
696;ekeucjndpz;rchiempzmq;1
697;rtmzpmvcgh;rchiempzmq;1
698;wugfcftkjk;tsbtjfdece;1
699;lbewkucdgz;tsbtjfdece;1
700;qeqnynmqcf;hntrstcqkb;2
701;ewimpefdah;rpsgcamffb;1
702;qeqnynmqcf;rpsgcamffb;2
703;jwillhgypn;rpsgcamffb;1
704;svroewsfuf;ynvqddkfgs;1
705;nddwvprkru;ynvqddkfgs;1
706;vsqdmgfzkx;tsbtjfdece;1
707;nddwvprkru;tsbtjfdece;4
708;avkbkwyays;tsbtjfdece;1
709;abfzajggrd;tsbtjfdece;1
710;qtlbbntdoy;drepjuxpnp;1
711;nddwvprkru;drepjuxpnp;5
712;zftxndvbjs;drepjuxpnp;1
713;xxcymkekng;drepjuxpnp;1
714;iqhvxlgcuf;drepjuxpnp;1
715;kcvdochfvo;ubvvcurpkw;1
716;nddwvprkru;ubvvcurpkw;2
717;wdvhkoczwg;ubvvcurpkw;3
718;eyydparuvo;xohwbbqwom;1
719;nddwvprkru;xohwbbqwom;1
720;uauuwqulri;tsbtjfdece;1
721;wjespjvjyz;fhyxjowufm;1
722;nddwvprkru;fhyxjowufm;2
723;lepphoqfjd;fhyxjowufm;1
724;ggstzdfpba;fhyxjowufm;1
725;omnuyqhcfn;apjlxqozfr;2
726;dbsqghnoqm;apjlxqozfr;5
727;utdlvdhqio;apjlxqozfr;2
728;omnuyqhcfn;gtgeobcyxq;4
729;gvtxujntis;gtgeobcyxq;1
730;lipyzzhhch;gtgeobcyxq;1
731;dgsalxhdmb;gtgeobcyxq;1
732;omnuyqhcfn;tsbtjfdece;2
733;bbceifyyhn;tsbtjfdece;1
734;oeppusdzpo;xxlalkdvqj;1
735;omnuyqhcfn;xxlalkdvqj;5
736;dwbkqdznuo;xxlalkdvqj;1
737;nwsiajyshr;xxlalkdvqj;1
738;wuwoooqhww;xxlalkdvqj;1
739;gmtvhtaeeu;xxlalkdvqj;1
740;qswxivpnkd;gqqubkzijp;1
741;omnuyqhcfn;gqqubkzijp;4
742;wgcsjqcdvg;gqqubkzijp;1
743;rvslhtarpm;gqqubkzijp;2
744;eysdnbqhbh;gqqubkzijp;3
745;tgamqsoveb;gqqubkzijp;1
746;hpdqatkpdm;uwzrybrpvm;1
747;tgamqsoveb;uwzrybrpvm;3
748;opsinfbzai;uwzrybrpvm;1
749;hvoxbwklhs;uwzrybrpvm;1
750;jclnymhvan;uwzrybrpvm;1
751;tgamqsoveb;vexcsqfiqj;3
752;omjjkcgkdc;vexcsqfiqj;1
753;stshlmzkzw;vexcsqfiqj;1
754;qvqmdjdpzb;vexcsqfiqj;1
755;tgamqsoveb;xofeadbqts;2
756;liunxjplve;xofeadbqts;1
757;tgamqsoveb;vxleeglmbx;2
758;alpixermfk;vxleeglmbx;1
759;ehrklpxiop;vxleeglmbx;4
760;znqkrcwabl;vxleeglmbx;1
761;zymvclwcfm;fnfrdjcspo;1
762;znqkrcwabl;fnfrdjcspo;2
763;elmaabttjh;fnfrdjcspo;1
764;gjvyyqgpbo;fnfrdjcspo;1
765;znqkrcwabl;vexcsqfiqj;3
766;ywyyhtncnw;vexcsqfiqj;1
767;yoabwuhyiz;vexcsqfiqj;1
768;unjzkczjtp;vexcsqfiqj;1
769;znqkrcwabl;nfubodlyde;5
770;lxkfajgkfg;nfubodlyde;1
771;xebcegngdi;nfubodlyde;1
772;abpxdwplnt;nfubodlyde;1
773;xuonfazrdo;fjtetfarhj;4
774;vzehoiitpi;fjtetfarhj;5
775;jvocqobolv;fjtetfarhj;2
776;hzuoiwqfpx;fjtetfarhj;1
777;nvhssjiwgg;fjtetfarhj;1
778;xixslsywxy;fjtetfarhj;5
779;gcxrxdpqvr;wwlwfzeyvn;1
780;vzehoiitpi;wwlwfzeyvn;3
781;lbrzgpnsvb;wwlwfzeyvn;1
782;wzslpthspf;wwlwfzeyvn;1
783;reyjmikaix;vexcsqfiqj;1
784;vzehoiitpi;vexcsqfiqj;1
785;vzehoiitpi;izexzktxoc;1
786;qfpoafphwg;izexzktxoc;1
787;kdvfscrdbf;izexzktxoc;4
788;znmpxxlapy;izexzktxoc;1
789;dqzumqwuxm;izexzktxoc;1
790;xuqgqvwqxe;izexzktxoc;1
791;cglfizcylw;izexzktxoc;1
792;kdvfscrdbf;upkiseknsk;1
793;jppcvnmyxb;upkiseknsk;1
794;pxqkvguwdl;upkiseknsk;2
795;xgwgsyplws;upkiseknsk;1
796;isttfivacb;upkiseknsk;1
797;trtthrrpeb;upkiseknsk;1
798;mspiwjcwdz;nymjzzpfqh;1
799;trtthrrpeb;nymjzzpfqh;1
800;xprgrpxzte;vexcsqfiqj;1
801;trtthrrpeb;vexcsqfiqj;1
802;trtthrrpeb;wpelnmxaso;2
803;atntlidqos;wpelnmxaso;1
804;ehglrinfix;hnmowbapyg;3
805;fzepvjzmyt;hnmowbapyg;4
806;hshhujcvbq;hnmowbapyg;6
807;ewfteyzzoz;hnmowbapyg;1
808;synlkvxvan;hnmowbapyg;1
809;zscatxxhgu;arbbqovvjw;1
810;fvnsievqef;arbbqovvjw;1
811;xvwhnhhwvb;izxjnapetl;1
812;fvnsievqef;izxjnapetl;3
813;xzphcpxpzq;izxjnapetl;1
814;whnnmlkedr;izxjnapetl;1
815;ladbthmvjc;izxjnapetl;1
816;fvnsievqef;fkbhliwdao;1
817;zgwrxogpye;ufxxdgaonz;3
818;mspzmmdpid;ufxxdgaonz;1
819;vxatrlzeet;ufxxdgaonz;3
820;gwjibsvkna;fyqtaouawz;1
821;zgwrxogpye;fyqtaouawz;1
822;qxgktkbxdq;fyqtaouawz;1
823;zgwrxogpye;qgljzebhhh;1
824;crzkgrvdky;qgljzebhhh;1
825;nxzwuznaih;qgljzebhhh;1
826;dpvijbyxco;qgljzebhhh;1
827;nxzwuznaih;ifggrsvbqc;2
828;tjywnwcama;ifggrsvbqc;1
829;qurnpjonsw;ifggrsvbqc;1
830;vbiaclusrg;yhkmdwuaab;1
831;jrjkaqsfjd;yhkmdwuaab;1
832;vbiaclusrg;nccmoisvai;3
833;bvsdcikzty;nccmoisvai;1
834;znlthlyjas;nccmoisvai;1
835;pdejbxwsvg;nccmoisvai;2
836;ofalrtvwdw;nccmoisvai;1
837;ebpzfnxqsv;nccmoisvai;1
838;pdejbxwsvg;qgljzebhhh;5
839;xnlmzatren;qgljzebhhh;1
840;vlipykfbqv;qgljzebhhh;1
841;fuvqhyxuxl;qgljzebhhh;1
842;lrgjscancn;qgljzebhhh;1
843;ndpxjajacm;qgljzebhhh;1
844;pdejbxwsvg;wtzgjdblbz;1
845;lemgljsmni;wtzgjdblbz;1
846;ylnqxkjivi;wtzgjdblbz;2
847;vbnwdotxeu;wtzgjdblbz;1
848;bcoojbefax;wtzgjdblbz;2
849;bmcxsejbmd;wtzgjdblbz;1
850;etmapumgdw;wtzgjdblbz;1
851;bcoojbefax;wpqjptdywz;1
852;nxeedgdrnt;wpqjptdywz;1
853;iiscfxwzwp;wpqjptdywz;3
854;qwyugwqwxm;wpqjptdywz;6
855;ksddtxageu;wpqjptdywz;1
856;bzwoxgetgd;wpqjptdywz;1
857;tikttpforn;wpqjptdywz;1
858;qpeeqhnwds;wpqjptdywz;1
859;ahqwwwizgj;lznwikovle;4
860;jgkjpdqard;lznwikovle;1
861;htbplskbro;lznwikovle;1
862;nhsfftuepq;lznwikovle;1
863;ahqwwwizgj;qgljzebhhh;1
864;ikiyhxuoez;qgljzebhhh;1
865;toodgegjkm;qgljzebhhh;3
866;kdwdueiggw;qgljzebhhh;1
867;vvdznvbtgx;qgljzebhhh;1
868;zpmpiwgzjt;wwocavpsvr;1
869;toodgegjkm;wwocavpsvr;1
870;vkonezvqmd;wwocavpsvr;1
871;toodgegjkm;qzugvmwyuj;2
872;lpyxyrkskm;qzugvmwyuj;1
873;atyiwrrvxg;qzugvmwyuj;1
874;kvovxkmsxq;qzugvmwyuj;1
875;ekdmzzpdgs;uhmdvsejwm;1
876;kjvjuyoyxy;uhmdvsejwm;3
877;wfuoquccnf;uhmdvsejwm;1
878;rpsmamxgde;uhmdvsejwm;1
879;zkvwkkzwne;uhmdvsejwm;1
880;dndwcauihg;kztnjrkspn;1
881;zkvwkkzwne;kztnjrkspn;3
882;wacahtrcom;kztnjrkspn;1
883;tlqkpdvyoh;kztnjrkspn;1
884;ilpjkirviv;kztnjrkspn;1
885;ipwkxchyoz;dnnyxeopjo;2
886;lunmeyvmvj;dnnyxeopjo;1
887;uyndvaarcz;jkcyxzyxad;4
888;ipwkxchyoz;jkcyxzyxad;4
889;tmskrjruxp;jkcyxzyxad;1
890;ccaotuuyun;jkcyxzyxad;2
891;biyytsgdry;jkcyxzyxad;4
892;efxzofvixi;jkcyxzyxad;2
893;ipwkxchyoz;fisgpasgxq;3
894;lvkuaaciip;fisgpasgxq;1
895;owixyygysl;kztnjrkspn;1
896;ipwkxchyoz;kztnjrkspn;2
897;bnwfoovlkg;kztnjrkspn;1
898;govgatensk;kztnjrkspn;1
899;ggwagrkuya;lfjogtonnc;4
900;dcrjutitof;lfjogtonnc;1
901;avhxjuyeea;lfjogtonnc;1
902;kljwmkzkjd;lfjogtonnc;1
903;btbxfqzflz;bxpbsefyup;1
904;aijtqjpxag;bxpbsefyup;2
905;iztlqhxwpv;bxpbsefyup;1
906;ygghbwmyxn;wdymlkhogd;1
907;xttgbdoflb;wdymlkhogd;3
908;odfbhhbggb;wdymlkhogd;1
909;kqmnvlbkoz;wdymlkhogd;1
910;wppqkwosgt;wdymlkhogd;2
911;bxcnwpuwnp;wdymlkhogd;1
912;ostmrfqkdg;kztnjrkspn;1
913;wppqkwosgt;kztnjrkspn;4
914;lzttrdmxmq;kztnjrkspn;1
915;auffgiuatk;kztnjrkspn;1
916;hgrsuvzepf;kztnjrkspn;1
917;jrssmvqwxy;yhfaetytma;1
918;zjlaiqdebv;yhfaetytma;2
919;fhgtwbmunz;yhfaetytma;1
920;cctpslstbt;salzoudbvi;1
921;zjlaiqdebv;salzoudbvi;2
922;fvnhnlysgq;salzoudbvi;1
923;ruavlpzwkq;salzoudbvi;3
924;rxlvkwsjzv;salzoudbvi;1
925;bqsxbrhalw;salzoudbvi;1
926;kxzueiykdb;cyrcalkobd;1
927;ptcxezmdze;cyrcalkobd;2
928;aygjogznsq;cyrcalkobd;1
929;ahobcrsyem;kztnjrkspn;1
930;ptcxezmdze;kztnjrkspn;3
931;uczpmojjsj;kztnjrkspn;1
932;gprmxkkqsi;kztnjrkspn;1
933;mlhnplfrsm;kztnjrkspn;1
934;ptcxezmdze;bucnzdfmut;4
935;bolkpgnyik;bucnzdfmut;1
936;esaolqhwbq;bucnzdfmut;1
937;xhydchovzx;uhekdxgyae;1
938;ptcxezmdze;uhekdxgyae;1
939;utrzwfhbjk;uhekdxgyae;1
940;ijckrvkufr;uhekdxgyae;1
941;pizsrynnbf;pilarqgqle;1
942;ijckrvkufr;pilarqgqle;2
943;wgyfxinxfc;pilarqgqle;1
944;jbtmjmrufk;pilarqgqle;1
945;ngpjkvjbzc;pilarqgqle;1
946;snnmtqpclx;pilarqgqle;1
947;acrjfgkyfj;kztnjrkspn;5
948;vjktnyyakr;kztnjrkspn;1
949;gtbevxnxrm;kztnjrkspn;1
950;ekzjqvozen;kztnjrkspn;1
951;byklmdzrsa;qyxvxpngsc;1
952;acrjfgkyfj;qyxvxpngsc;3
953;qkpjbaoviz;qyxvxpngsc;1
954;hybmyeidog;qyxvxpngsc;1
955;ahckpeders;qyxvxpngsc;1
956;xwgfzzjmoe;fkhuuqvqga;1
957;ahdznsdrko;fkhuuqvqga;1
958;lyzueawwle;ytwrbhbjvd;3
959;geeprkxxyc;ytwrbhbjvd;1
960;teryrevnbb;ytwrbhbjvd;1
961;wyipuuvjnp;ytwrbhbjvd;1
962;jfpqphmvip;ytwrbhbjvd;2
963;tuunyusuwy;ytwrbhbjvd;1
964;vppigtbyxg;gylmepbguu;1
965;jfpqphmvip;gylmepbguu;3
966;feezfbktrn;gylmepbguu;1
967;bksnugivim;gylmepbguu;1
968;sohiypdjgc;gylmepbguu;1
969;sjzswdlpuo;gylmepbguu;1
970;sohiypdjgc;ukgjxekblw;2
971;qgauxlvfbp;ukgjxekblw;1
972;ktqjpruszh;ukgjxekblw;1
973;xjtndtluec;ukgjxekblw;1
974;njpihspnme;ukgjxekblw;1
975;xjtndtluec;vrcksyouoq;1
976;htshrakwqh;vrcksyouoq;1
977;ocfgzuelyy;vrcksyouoq;1
978;oqwyewexin;hfdzjvdwbo;1
979;yzueyhvdis;hfdzjvdwbo;2
980;pjvwshmmhl;hfdzjvdwbo;1
981;ampxaqdter;hfdzjvdwbo;1
982;rzvwwupzdp;gylmepbguu;5
983;iamglbfgfx;gylmepbguu;1
984;oyrbgbvxai;gylmepbguu;1
985;jicsqubfov;gylmepbguu;1
986;fhtzvqrpor;gylmepbguu;1
987;urxybfdkyf;ktkedhtdtu;2
988;wqnzjdalks;ktkedhtdtu;1
989;eankjuukpn;ktkedhtdtu;1
990;prixpltyas;ktkedhtdtu;3
991;frcpdiylmf;ktkedhtdtu;1
992;kufdpgwkmc;ktkedhtdtu;1
993;sbbnqippxr;ksuqrqxybk;1
994;rmoueftgyu;ksuqrqxybk;4
995;xyxejmphfd;ksuqrqxybk;1
996;dtzioqzepa;ksuqrqxybk;1
997;hlrffxmvam;ksuqrqxybk;1
998;curcxoqijc;ksuqrqxybk;1
999;wuezwpecei;wxmsqmutud;1
1000;curcxoqijc;wxmsqmutud;1
1001;vwkjskplrs;wxmsqmutud;1
1002;curcxoqijc;gylmepbguu;1
1003;gtfgcvcgqg;gylmepbguu;1
1004;curcxoqijc;kafqrxpivt;4
1005;edyetjgdfp;kafqrxpivt;1
1006;ddewfhfsne;kafqrxpivt;1
1007;gaenbojgrg;kafqrxpivt;1
1008;wlpvgkqzyn;idzrgwibxa;1
1009;curcxoqijc;idzrgwibxa;2
1010;vbjjxlggce;idzrgwibxa;1
1011;egnaaqfsrg;kfxmasonmf;2
1012;lfwclhptdw;kfxmasonmf;1
1013;jqicatdxdx;kfxmasonmf;1
1014;egnaaqfsrg;gylmepbguu;1
1015;jdqzlajvrc;gylmepbguu;1
1016;egnaaqfsrg;crrlqebnuf;5
1017;fsfoiiiedp;crrlqebnuf;1
1018;xqgosmwowv;crrlqebnuf;1
1019;tszwornjkg;crrlqebnuf;1
1020;ubulsehmud;crrlqebnuf;1
1021;mdfgmhevmm;fwpzdovoky;1
1022;egnaaqfsrg;fwpzdovoky;4
1023;ibtinvypwo;fwpzdovoky;1
1024;sskrjyhyip;fwpzdovoky;1
1025;abghtarkir;fwpzdovoky;1
1026;egnaaqfsrg;krhbnllcbz;2
1027;muvunzkyhc;krhbnllcbz;1
1028;mrpajrhqdb;krhbnllcbz;1
1029;njetkubwoh;krhbnllcbz;3
1030;bchexywfzi;krhbnllcbz;1
1031;zjygbtnfjq;krhbnllcbz;1
1032;qnuzorttjx;krhbnllcbz;1
1033;njetkubwoh;gylmepbguu;3
1034;uueokdnmfh;gylmepbguu;1
1035;znykjaycod;gylmepbguu;1
1036;jxpdlcdiwd;jsdexswkeg;1
1037;njetkubwoh;jsdexswkeg;1
1038;hwhslkialn;jsdexswkeg;1
1039;njetkubwoh;mbdysqhzrc;4
1040;utwxzbiqjz;mbdysqhzrc;1
1041;fumcybiwag;mbdysqhzrc;1
1042;ztosstoayd;mbdysqhzrc;1
1043;njetkubwoh;dpmydwnxdy;2
1044;lxvwortzyr;dpmydwnxdy;1
1045;yflvtwxtnn;dpmydwnxdy;1
1046;kkgpzkpsnf;dpmydwnxdy;3
1047;xonpgzonid;dpmydwnxdy;1
1048;clmyinpcnh;dpmydwnxdy;1
1049;vbrnzxberz;dpmydwnxdy;1
1050;kkgpzkpsnf;gylmepbguu;4
1051;kjssjgcbjr;gylmepbguu;1
1052;dlwygbeads;gylmepbguu;1
1053;yixncmfrhn;rxpfcpwouu;1
1054;kkgpzkpsnf;rxpfcpwouu;1
1055;pgjegispbv;uqlahafhut;1
1056;kkgpzkpsnf;uqlahafhut;1
1057;vaqpefyycw;hpaxzbarit;1
1058;kkgpzkpsnf;hpaxzbarit;2
1059;uueslcmywu;hpaxzbarit;1
1060;yluvwpudku;hpaxzbarit;1
1061;hemsvqighy;hpaxzbarit;1
1062;urxorhmrps;hpaxzbarit;1
1063;hemsvqighy;fjztnkwlhg;3
1064;iivicpyqam;fjztnkwlhg;1
1065;tsiwdsnznn;fjztnkwlhg;1
1066;cqbqdfvtwv;cukkwzmzdn;1
1067;hemsvqighy;cukkwzmzdn;1
1068;mygwpwlkby;cukkwzmzdn;1
1069;hemsvqighy;jkpkpvygcd;3
1070;irbffjufgn;jkpkpvygcd;1
1071;quacroriql;jkpkpvygcd;1
1072;hemsvqighy;ujhpfcnrlx;1
1073;yxyrvkutss;ujhpfcnrlx;1
1074;cqwpurhqqm;ujhpfcnrlx;2
1075;shrxpujitn;ujhpfcnrlx;1
1076;mxomvkjjtj;fjztnkwlhg;1
1077;cqwpurhqqm;fjztnkwlhg;3
1078;ayzbmclsea;fjztnkwlhg;1
1079;ycyviudpwo;fjztnkwlhg;1
1080;xrttymkfyr;fjztnkwlhg;1
1081;cqwpurhqqm;lhkfldoamb;2
1082;jnabxmanln;lhkfldoamb;1
1083;ohrwcuwvxo;lhkfldoamb;1
1084;jqypitgvqk;lhkfldoamb;3
1085;yjchghoety;lhkfldoamb;1
1086;byhgqtrcwj;oejvdzfzoq;1
1087;jqypitgvqk;oejvdzfzoq;1
1088;yccpsixkya;lbwdelmsgv;1
1089;oahzgmlakk;lbwdelmsgv;4
1090;tqglhmquhh;lbwdelmsgv;1
1091;dtupqlihzl;lbwdelmsgv;1
1092;ebifqgjhlk;lbwdelmsgv;1
1093;wfpattlkvi;fjztnkwlhg;1
1094;oahzgmlakk;fjztnkwlhg;3
1095;xyadvetxtu;fjztnkwlhg;1
1096;czsbwkmevx;fjztnkwlhg;1
1097;wkardawgdl;fjztnkwlhg;1
1098;pezzsimvzo;bvgyrbbrfi;5
1099;rcrjxnibzw;bvgyrbbrfi;1
1100;ofaxkasqaz;bvgyrbbrfi;1
1101;rolvghncjq;bvgyrbbrfi;1
1102;tpvriplqdb;bqkefaphlh;1
1103;pezzsimvzo;bqkefaphlh;2
1104;ytyidwovzx;bqkefaphlh;1
1105;loqanyyufl;bqkefaphlh;1
1106;raiodbypec;bqkefaphlh;1
1107;hsovzbefgq;rrrykajhxz;1
1108;raiodbypec;rrrykajhxz;2
1109;dpqttutkwy;rrrykajhxz;1
1110;dezrcjeypc;rrrykajhxz;1
1111;raiodbypec;fjztnkwlhg;1
1112;wriyblszsu;fjztnkwlhg;1
1113;kssieukgmh;fjztnkwlhg;4
1114;flmtkqcycg;fjztnkwlhg;1
1115;ynwoqcllqf;fjztnkwlhg;1
1116;kfiehgzccl;fjztnkwlhg;1
1117;kssieukgmh;ymytwazsjn;1
1118;kmahbnxwjs;ymytwazsjn;1
1119;kssieukgmh;mvxdjdolfw;1
1120;srhkyhbvvv;mvxdjdolfw;1
1121;vfvwrnhifo;mvxdjdolfw;1
1122;jykpvlkeac;mvxdjdolfw;1
1123;osfvdivgor;mvxdjdolfw;2
1124;epchbfwsxo;mvxdjdolfw;1
1125;rsgxnchyjw;biybknumyx;1
1126;osfvdivgor;biybknumyx;3
1127;yiexmikkgm;biybknumyx;1
1128;usbwuqgsun;biybknumyx;1
1129;dnuhcaywvy;biybknumyx;2
1130;fgwqelgrrr;biybknumyx;1
1131;nxcsotnswr;fjztnkwlhg;1
1132;dnuhcaywvy;fjztnkwlhg;2
1133;weggwbgxsz;fjztnkwlhg;1
1134;jrlmcgngck;fjztnkwlhg;1
1135;xtedayzfan;fjztnkwlhg;2
1136;aambfkpnku;fjztnkwlhg;1
1137;zaphvkwrpd;oiswfxilxy;1
1138;xtedayzfan;oiswfxilxy;4
1139;bhhaqipams;oiswfxilxy;1
1140;koaabwsmry;oiswfxilxy;1
1141;boypcvcghd;oiswfxilxy;1
1142;ekokrijssd;oiswfxilxy;1
1143;xtedayzfan;gvekdpwxdk;4
1144;ecrbmmpsib;gvekdpwxdk;1
1145;koupzjcnpl;gvekdpwxdk;1
1146;xltttdmccn;gvekdpwxdk;1
1147;hqhkxvvrwq;gvekdpwxdk;1
1148;haennrjqxo;ouqyrzujvf;1
1149;hqhkxvvrwq;ouqyrzujvf;3
1150;rflqvjiomq;ouqyrzujvf;1
1151;dcjoyifhxp;ouqyrzujvf;1
1152;qlgbqpdidf;hyhhddrzho;1
1153;hqhkxvvrwq;hyhhddrzho;3
1154;lnzjapyhkb;hyhhddrzho;1
1155;yhhmuslzem;hyhhddrzho;1
1156;bwvblypngc;hyhhddrzho;1
1157;hqhkxvvrwq;xekuqqnhdj;2
1158;wuqcfhujdz;xekuqqnhdj;1
1159;hqhkxvvrwq;mxvzvsuoxx;3
1160;hbfkcxdwwp;mxvzvsuoxx;1
1161;tnqnybwoot;mxvzvsuoxx;1
1162;yclxsfrbkh;aybzmubysf;1
1163;hqhkxvvrwq;aybzmubysf;2
1164;gwaotzifhr;aybzmubysf;1
1165;wsldssfrca;aybzmubysf;1
1166;fpmoyenjlx;aybzmubysf;1
1167;pneoumzsgc;aybzmubysf;1
1168;fpmoyenjlx;hyhhddrzho;1
1169;dyxphyuxoy;hyhhddrzho;1
1170;fpmoyenjlx;tnkagohrxw;1
1171;lacwkppokk;tnkagohrxw;1
1172;ykqfggqxod;tnkagohrxw;2
1173;ijxisnyyat;tnkagohrxw;1
1174;ykqfggqxod;ytvesigegb;1
1175;ilryyynamr;ytvesigegb;1
1176;xvrbybaoiu;ytvesigegb;4
1177;alplbfdauf;ytvesigegb;1
1178;ghuvngibtp;ytvesigegb;1
1179;zuocipsdfx;ytvesigegb;1
1180;belmyjhdsg;vakbuelqyv;1
1181;xvrbybaoiu;vakbuelqyv;1
1182;lgwahxunst;vakbuelqyv;1
1183;tkeecgxzar;vakbuelqyv;1
1184;vrhhgmsbse;hyhhddrzho;1
1185;tkeecgxzar;hyhhddrzho;3
1186;lieyexgmwy;hyhhddrzho;1
1187;yctcnbbjjo;hyhhddrzho;1
1188;axmejkraxu;hyhhddrzho;1
1189;utmuukwkuu;hyhhddrzho;1
1190;utmuukwkuu;bwookiyqhy;1
1191;tgijypnupb;bwookiyqhy;1
1192;tykrgylyfv;bwookiyqhy;2
1193;xuggvkwwyz;bwookiyqhy;1
1194;jckockvmqu;bwookiyqhy;1
1195;tykrgylyfv;qybfujjizv;2
1196;kekzqejhuz;qybfujjizv;1
1197;ceczqjqiid;qybfujjizv;1
1198;tykrgylyfv;yngernomnb;1
1199;kfjsudlkxk;yngernomnb;1
1200;etdgpadulo;yngernomnb;4
1201;xhngfdffps;yngernomnb;1
1202;yecdsukaaw;yngernomnb;1
1203;knpnttwicm;yngernomnb;1
1204;dizdxiyyzz;yngernomnb;1
1205;etdgpadulo;hyhhddrzho;1
1206;ngfdtxqwph;hyhhddrzho;1
1207;qnwffxyfiz;hyhhddrzho;1
1208;irypnfouub;hyhhddrzho;3
1209;bdwlhnxfpz;hyhhddrzho;1
1210;mxvcxitkue;hyhhddrzho;1
1211;upxcuytbge;hyhhddrzho;1
1212;irypnfouub;bzrbjnjggm;1
1213;vidmsnodfd;bzrbjnjggm;1
1214;fgtjhaluwu;bzrbjnjggm;2
1215;xflecoqnpl;bzrbjnjggm;1
1216;fuglnjgwdh;bzrbjnjggm;1
1217;fgtjhaluwu;srqmfjnusl;1
1218;lyyxauytoh;srqmfjnusl;1
1219;ogtgzadqjv;kmejnlgvzq;3
1220;kdkdzjtlcg;kmejnlgvzq;1
1221;lfdrsaxzye;kmejnlgvzq;1
1222;kcowqkanng;kmejnlgvzq;2
1223;mararxbdxu;kmejnlgvzq;1
1224;vjefqibulp;hyhhddrzho;1
1225;kcowqkanng;hyhhddrzho;2
1226;pbpaueodym;hyhhddrzho;1
1227;xliyzysonp;kgtopugrae;1
1228;kcowqkanng;kgtopugrae;1
1229;pgijqzdrcu;kgtopugrae;1
1230;kmwavkjdcf;kgtopugrae;2
1231;ertsqkelea;kgtopugrae;1
1232;eihiyagiqo;kgtopugrae;1
1233;kmwavkjdcf;scmvufudkl;1
1234;acfxeynhix;scmvufudkl;1
1235;ajsrzylgos;scmvufudkl;1
1236;kthyzwteha;ntdfpavbij;1
1237;ajsrzylgos;ntdfpavbij;2
1238;ciubsvmksu;ntdfpavbij;1
1239;jjbtwwbelo;ntdfpavbij;2
1240;dcorexpqcp;ntdfpavbij;1
1241;qozsylylea;hyhhddrzho;1
